review,period,sentiment,ux_category,detail
일자별로 구분해서 보여졌음 좋겠어요,6기,부정,기타,
편집이 용이했음 좋겠습니다 찍어둔 영상이 길어서 편집하는데 시간이 좀 걸리네요,6기,부정,기타,
계절별로 나뉠 수 있게 하면 좋을 거 같아요 🍏💗💗,6기,부정,기타,
드라이브 형식으로 보관할수있는 기능이요!,6기,부정,기타,
사진을 올려도 다른 사람들과 소통이 되는 느낌이 아니라 올리는 의미가 좀 없는 것 같아요(그냥 자기만족?) 뭔가 내가 왜 이거를 사용해야하는지 딱 무언가 이유가 있으면 좋겠는데 말로 풀자고하니 어렵네요🤣,6기,부정,기타,
일기장 형태로 분류 되면 추억을 회상하는데 좋을거 같아요~ 그래서 나중에 일기장도 책같은 형태로 살수 있게끔도 하구요!,6기,부정,기타,
잦은 오류 개선이 필요할것 같아요,5기 설문,부정,앱 성능/안정성,오류 개선
애견동반 장소에 대한 정보가 추가되어도 좋을것같아요!,5기 설문,부정,기타,기능 추가 (애견 동반장소 정보)
가끔 에러가 있는데 그 에러 문제만 해결된다면 좋을듯,5기 설문,부정,앱 성능/안정성,오류 개선
12주동안 체험해 보면서 너무 재미있게 사용했습니다! 나의 피드에 댓글을 달아주거나 좋아요 누른 사람의 피드로 바로 넘어가거나 하는 빠른 소통 방법이 있었으면 하는 바램이 있었습니다! 그 외에는 꾸준히 업데이트가 되고 있는 스티커 탬플릿이 재미있고 흥미로웠어요^^,5기 설문,부정,소통 기능 부족,유저 인터렉션 기능
"아직은 오류가 많고, 스티커나 레이아웃이 심플하기보단 캐릭터성이 짙어 호불호가 있을 것 같다.",5기 설문,부정,앱 성능/안정성,오류 개선
겔러리 꾸미기가 좀 더 디테일하게 사용가능하고 꾸미기 기능이 다양했으면 함. 다양하고 정확한 정보공유(지역별 정보) 제품판매도 가능하면 좋을거같음. ,5기 설문,부정,꾸미기 기능 부족,"꾸미기 기능, 기능 추가 (지역정보 공유, 제품판매)"
"더 많은 꾸미기 기능, 동영상 꾸미기 기능",5기 설문,부정,꾸미기 기능 부족,꾸미기 기능
반려동물 사진첩을 앨범으로 만들어 받아보는 서비스,5기 설문,부정,기타,기능 추가 (사진을 실물 앨범으로 만드는 서비스)
"스몰스를 키면 맨날 첫번째 화면부터
앱버전업데이트& 점검을 매번 하는데
사실 성격이 급하다보니.. 이런걸 잘 못기다리겠어요 ㅠ
반대로 인스타는 키면 몇초도 안걸려서
뉴스피드랑 디엠창으로 넘어갈수있기때문에
인스타를 주로 하게되는거 같아요",5기 설문,부정,앱 성능/안정성,앱 속도 개선
"댓글창에서 사용자 이름이나 플필사진을 누르면 그 사람 프로필로 바로 이동됐으면 합니다.
현재 댓글이나 게시물 글자수 제한이 있는게 상당히 불편합니다.",5기 설문,부정,기록 경험 불편,"유저 인터렉션 기능, 댓글 기능, 게시물 작성 기능"
"앱의 속도, ",5기 설문,부정,앱 성능/안정성,앱 속도 개선
텍스트 자동 엔터 삭제 해쥬세요ㅜ 글자색도 다양했으면 좋겠어용,5기 설문,부정,꾸미기 기능 부족,꾸미기 기능
앱에 오류가 적어야함,5기 설문,부정,꾸미기 기능 부족,"오류 개선, 꾸미기 기능"
꾸미기 오류 개선이 아직 더 필요할 것 같아요..!,5기 설문,부정,꾸미기 기능 부족,꾸미기 기능
공유 기능이 다양했으면 좋겠습니다 😀,5기 설문,부정,소통 기능 부족,유저 인터렉션 기능
"많은 기능이 탑재되면 좋을 것 같다(동반장소 검색, 정보 공유 등)",5기 설문,부정,소통 기능 부족,"기능 추가 (정보 공유, 동반 장소 검색)"
오류수정,5기 설문,부정,앱 성능/안정성,오류 개선
"일단 스몰스를 이용하는 유저가 많으면 좋을거 같아요!누가 나를 팔로우 하거나 사진에 좋아요 댓글 등을 누르면 그 유저의 스토리에 바로 접근할수있으면 좋겠어요
더 빠르고 많은 소통이 가능할거같아요!
고양이와 며칠째 이런 디데이 기능도 좀 더 잘볼수있는곳에 있으면 좋을거같아요! 
앞으로도 유저들의 의견 잘들어주시고 반영해주시면 많은 유저들이 생길거같아요! 
그동안 너무 감사했어요 좋은추억이었습니다 🥰♥️",5기 설문,부정,소통 기능 부족,"유저 인터렉션 기능, 기능 추가 (캘린더&디데이기능)"
사용하면서 불편했던점이 없긴한데 ! 굳이 하나를 만들자면 다른 어플들에 비해서는 오류가 잦은편 ..?! 인것 같아요 ㅎㅎ ,5기 설문,부정,앱 성능/안정성,오류 개선
오류 개선이 가장 급한 것 같아요 기존에 다른 어플을 사용할 때도 제대로 작동이 안 되면 손이 잘 안가더라구요,5기 설문,부정,앱 성능/안정성,오류 개선
꾸미기 기능에 더 중점을 두고 유행하는 밈이 더 생기면 좋을거같아용 스몰스 화이팅입니당! 💓 그동안 감사했습니다. 스몰스의 영원한 스꾸친이 될게요 자주 앱 이용하겟습니다,5기 설문,부정,꾸미기 기능 부족,꾸미기 기능 (밈 관련)
" UI, 속도 등 앱 성능 개선",5기 설문,부정,앱 성능/안정성,"오류 개선, 앱 속도 개선, UIUX"
"스몰스만의 귀엽고 개성있는 템플릿이 더 특성화되면 좋을것같아요❤️(스몰스 로고 박힌)
편집에 약한 보호자를 위해 사진만 넣으면 알아서 귀여운 사진으로 되는 템플릿(카툰컷 버전, 인형뽑기버전, 경생네컷 버전, 시즌별 등등)이 더 많아지면 좋을것같아요>.<
그 사진으로 인스타나 다른 sns에서 공유도 하면 더 인지도 높아지고 좋을것같아요!",5기 설문,부정,꾸미기 기능 부족,꾸미기 기능
좀 더 심플하게 바뀌면 좋을 것 같아요. ,5기 설문,부정,앱 성능/안정성,UIUX
로딩? 시간이빨랐으면좋겠어요!,5기 설문,부정,앱 성능/안정성,앱 속도 개선
일단 수정기능이 없어서 너무 불편해요,5기 설문,부정,기록 경험 불편,게시물 작성 기능
"스몰스 어플 내에서 아이들 관련한 내용을 기록하고 알람으로 알려준다면 좋을 것 같아요
예를 들어 아이 접종일을 기록하고 1년이 지나면 알려 준다거나 화장실 전체갈이를 언제했고 언제 또 하라고 알려주거나 목욕날짜 기록 등등 아이들 관련한 내용을 기록하고 쉽게 볼 수 있으면 좋을 것 같아요
혹시 몸무게 기록하고 변화를 체크하도록 해서 아이들의 성장을 기록 하고 건강도 체크 할 수 있는 정보도 제공해 주면 좋을 것 같아요",5기 설문,부정,기타,"기능 추가 (캘린더, 알람, 건강기록)"
